hanzi,traditional,pinyin,pinyin_numeric,hsk_level,frequency,pos,meaning_en,meaning_ko,classifiers
英勇,英勇,yīng yǒng,ying1 yong3,6,7835,a/ad/an,heroic; gallant; valiant,,
婴儿,嬰兒,yīng ér,ying1 er2,6,3041,n,infant; baby; lead (Pb),,个
迎面,迎面,yíng miàn,ying2 mian4,6,18956,d,directly; head-on (collision); in one's face (of wind),,
盈利,盈利,yíng lì,ying2 li4,6,9004,v/n/vn,profit; gain; to make profits,,
荧屏,熒屏,yíng píng,ying2 ping2,6,20338,n,fluorescent screen; TV screen,,
拥护,擁護,yōng hù,yong1 hu4,6,10681,v/vn,to endorse; to support,,
拥有,擁有,yōng yǒu,yong1 you3,6,692,v,to have; to possess,,
庸俗,庸俗,yōng sú,yong1 su2,6,19483,a,vulgar; tacky; tawdry,,
永恒,永恆,yǒng héng,yong3 heng2,6,5499,z,eternal; everlasting; fig. to pass into eternity (i.e. to die),,
勇于,勇於,yǒng yú,yong3 yu2,6,12276,v,to dare to; to be brave enough to,,
涌现,湧現,yǒng xiàn,yong3 xian4,6,16229,v,to emerge in large numbers; to spring up; to emerge prominently,,
踊跃,踴躍,yǒng yuè,yong3 yue4,6,38961,ad,to leap; to jump; eager; enthusiastically,,
用功,用功,yòng gōng,yong4 gong1,6,19231,a/v,diligent; industrious (in one's studies); to study hard; to make great effort,,
用户,用戶,yòng hù,yong4 hu4,6,4213,n,user; consumer; subscriber; customer,,
优胜劣汰,優勝劣汰,yōu shèng liè tài,you1 sheng4 lie4 tai4,6,30236,v,survival of the fittest (idiom),,
优先,優先,yōu xiān,you1 xian1,6,4732,v/vn,to have priority; to take precedence,,
优异,優異,yōu yì,you1 yi4,6,13012,a,exceptional; outstandingly good,,
优越,優越,yōu yuè,you1 yue4,6,12558,a/an,superior; superiority,,
忧郁,憂鬱,yōu yù,you1 yu4,6,8164,a/an,sullen; depressed; melancholy; dejected,,
犹如,猶如,yóu rú,you2 ru2,6,9172,v,similar to; like,,
油腻,油膩,yóu nì,you2 ni4,6,18917,a,greasy food; oily food; (of food) greasy; oily; fatty; (neologism c. 2017) (of a middle-aged man) obnoxious; pretentious; vulgar,,
油漆,油漆,yóu qī,you2 qi1,6,10378,n/v,oil paints; lacquer; to paint,,层
有条不紊,有條不紊,yǒu tiáo bù wěn,you3 tiao2 bu4 wen3,6,21130,l,regular and thorough (idiom); methodically arranged,,
幼稚,幼稚,yòu zhì,you4 zhi4,6,6903,a/an,young; childish; puerile,,
诱惑,誘惑,yòu huò,you4 huo4,6,3997,vn/v,to entice; to lure; to induce; to attract,,
渔民,漁民,yú mín,yu2 min2,6,16659,n,fisherman; fisher folk,,
愚蠢,愚蠢,yú chǔn,yu2 chun3,6,5764,a/an,silly; stupid,,
愚昧,愚昧,yú mèi,yu2 mei4,6,18748,a/an,ignorant; uneducated; ignorance,,
舆论,輿論,yú lùn,yu2 lun4,6,9147,n,public opinion,,
与日俱增,與日俱增,yǔ rì jù zēng,yu3 ri4 ju4 zeng1,6,27300,v,to increase steadily; to grow with each passing day,,
予以,予以,yǔ yǐ,yu3 yi3,6,8707,v,to give; to impose; to apply,,
羽绒服,羽絨服,yǔ róng fú,yu3 rong2 fu2,6,37036,n,down-filled garment,,
预料,預料,yù liào,yu4 liao4,6,6408,v/vn,to forecast; to anticipate; expectation,,
预期,預期,yù qī,yu4 qi1,6,4393,v/vn,to expect; to anticipate,,
预赛,預賽,yù sài,yu4 sai4,6,19145,n,preliminary competition; to hold preliminary heats,,
预算,預算,yù suàn,yu4 suan4,6,3840,n,budget,,
预先,預先,yù xiān,yu4 xian1,6,10460,d,beforehand; in advance,,
预言,預言,yù yán,yu4 yan2,6,7075,v/n,to predict; prophecy,,
预兆,預兆,yù zhào,yu4 zhao4,6,20165,n,omen; sign (of sth yet to occur); prior indication; to foreshadow,,
欲望,慾望,yù wàng,yu4 wang4,6,4261,n,desire; longing; appetite; craving,,
寓言,寓言,yù yán,yu4 yan2,6,26341,n,fable,,则
愈,愈,yù,yu4,6,6850,d/g,the more...(the more...); to recover; to heal; better,,
冤枉,冤枉,yuān wang,yuan1 wang5,6,12372,v/a,to accuse wrongly; to treat unjustly; injustice; wronged; not worthwhile,,
元首,元首,yuán shǒu,yuan2 shou3,6,8471,n,head of state,,
元素,元素,yuán sù,yuan2 su4,6,4636,n,element (key component of sth); (chemistry) element; (math.) element (member of a set),,
元宵节,元宵節,Yuán xiāo jié,Yuan2 xiao1 jie2,6,23963,,"Lantern Festival, the final event of the Spring Festival 春节, on 15th of first month of the lunar calendar",,
园林,園林,yuán lín,yuan2 lin2,6,19734,n,gardens; park; landscape garden,,
原告,原告,yuán gào,yuan2 gao4,6,6377,n,complainant; plaintiff,,
原理,原理,yuán lǐ,yuan2 li3,6,6978,n,principle; theory,,
原始,原始,yuán shǐ,yuan2 shi3,6,4929,a,first; original; primitive; original (document etc),,
原先,原先,yuán xiān,yuan2 xian1,6,7083,d/b,originally; original; former,,
圆满,圓滿,yuán mǎn,yuan2 man3,6,7745,a/ad,satisfactory; consummate; perfect,,
源泉,源泉,yuán quán,yuan2 quan2,6,13484,n,fountainhead; well-spring; water source; fig. origin,,
约束,約束,yuē shù,yue1 shu4,6,6418,vn/v,to restrict; to limit to; to constrain; restriction; constraint,,
岳父,岳父,yuè fù,yue4 fu4,6,15555,n,"wife's father, father-in-law",,
孕育,孕育,yùn yù,yun4 yu4,6,13877,v/vn,"to be pregnant; to produce offspring; to nurture (a development, school of thought, artwork etc); fig. replete with (culture etc)",,
运算,運算,yùn suàn,yun4 suan4,6,15793,vn/v,to perform calculations; (mathematical) operation,,
运行,運行,yùn xíng,yun4 xing2,6,3506,v/vn,to move along one's course (of celestial bodies etc); (fig.) to function; to be in operation; (of a train service etc) to operate; to run; (of a computer) to run,,
酝酿,醞釀,yùn niàng,yun4 niang4,6,11059,v,(of alcohol) to ferment; (of a crisis) to be brewing; to mull over (an issue); to hold exploratory discussions,,
熨,熨,yù,yu4,6,20839,v,reconciled; smooth,,
蕴藏,蘊藏,yùn cáng,yun4 cang2,6,20995,v,to hold in store; to contain (untapped reserves etc),,
杂技,雜技,zá jì,za2 ji4,6,15170,n,acrobatics,,场
杂交,雜交,zá jiāo,za2 jiao1,6,14159,vn,to hybridize; to crossbreed; promiscuity,,
砸,砸,zá,za2,6,2037,v,to smash; to pound; to fail; to muck up; to bungle,,
咋,咋,zhà,zha4,6,4187,r,loud noise; shout; suddenly,,
灾难,災難,zāi nàn,zai1 nan4,6,4796,n,disaster; catastrophe,,
栽培,栽培,zāi péi,zai1 pei2,6,15725,v/vn,to grow; to cultivate; to train; to educate; to patronize,,
宰,宰,zǎi,zai3,6,5527,v,to slaughter; to butcher; to kill (animals etc); (coll.) to fleece; to rip off; to overcharge; (bound form) to govern; to rule; (bound form) (a title for certain government officials in ancient China),,
再接再厉,再接再厲,zài jiē zài lì,zai4 jie1 zai4 li4,6,23317,v,to continue the struggle (idiom); to persist; unremitting efforts,,
在乎,在乎,zài hu,zai4 hu5,6,2833,v,to care about; equivalent of 在于,,
在意,在意,zài yì,zai4 yi4,6,4370,v,to care about; to mind,,
攒,攢,zǎn,zan3,6,11208,v,to collect; to hoard; to accumulate; to save,,
暂且,暫且,zàn qiě,zan4 qie3,6,20166,d,for now; for the time being; temporarily,,
赞叹,讚嘆,zàn tàn,zan4 tan4,6,16824,v/vn,to exclaim in admiration,,
赞同,讚同,zàn tóng,zan4 tong2,6,5974,v/vn,to approve of; to endorse; (vote) in favor,,
赞扬,讚揚,zàn yáng,zan4 yang2,6,9387,v/vn,to praise; to approve of; to show approval,,
赞助,贊助,zàn zhù,zan4 zhu4,6,5290,v/vn,to support; to assist; to sponsor,,
遭受,遭受,zāo shòu,zao1 shou4,6,4480,v,"to suffer; to sustain (loss, misfortune)",,
遭殃,遭殃,zāo yāng,zao1 yang1,6,21901,v,to suffer a calamity,,
遭遇,遭遇,zāo yù,zao1 yu4,6,3395,n/v,to meet with; to encounter; (bitter) experience,,
糟蹋,糟蹋,zāo tà,zao1 ta4,6,16341,v,to waste; to defile; to abuse; to insult; to defile; to trample on; to wreck; also pr. [zāo ta],,
造反,造反,zào fǎn,zao4 fan3,6,15169,v,to rebel; to revolt,,
造型,造型,zào xíng,zao4 xing2,6,2842,n,to model; to shape; appearance; style; design; form; pose,,
噪音,噪音,zào yīn,zao4 yin1,6,7079,n,rumble; noise; static (in a signal),,
责怪,責怪,zé guài,ze2 guai4,6,10912,v,to blame; to rebuke,,
贼,賊,zéi,zei2,6,3807,n/g/a,thief; traitor; wily; deceitful; evil; extremely,,
增添,增添,zēng tiān,zeng1 tian1,6,11519,v,to add; to increase,,
赠送,贈送,zèng sòng,zeng4 song4,6,8534,v/vn,to present as a gift,,
扎,紮,zā,za1,6,3490,v,"to tie; to bind; classifier for flowers, banknotes etc: bundle; Taiwan pr. [zhá]",,
扎实,扎實,zhā shi,zha1 shi5,6,16716,a,strong; solid; sturdy; firm; practical,,
渣,渣,zhā,zha1,6,4720,g/n,slag (in mining or smelting); dregs,,
眨,眨,zhǎ,zha3,6,10148,v,to blink; to wink,,
诈骗,詐騙,zhà piàn,zha4 pian4,6,6909,vn/v,to defraud; to swindle; to blackmail,,
摘要,摘要,zhāi yào,zhai1 yao4,6,15351,n,summary; abstract,,
债券,債券,zhài quàn,zhai4 quan4,6,7583,n,bond; debenture,,
沾光,沾光,zhān guāng,zhan1 guang1,6,57428,v,to bask in the light; fig. to benefit from association with sb or sth; reflected glory,,
瞻仰,瞻仰,zhān yǎng,zhan1 yang3,6,31432,v,to revere; to admire,,
斩钉截铁,斬釘截鐵,zhǎn dīng jié tiě,zhan3 ding1 jie2 tie3,6,35900,l,lit. to chop the nail and slice the iron (idiom); fig. resolute and decisive; unhesitating; categorical,,
展示,展示,zhǎn shì,zhan3 shi4,6,1798,v/vn,to reveal; to display; to show; to exhibit,,
展望,展望,zhǎn wàng,zhan3 wang4,6,12326,v/vn,outlook; prospect; to look ahead; to look forward to,,
展现,展現,zhǎn xiàn,zhan3 xian4,6,3124,v,to unfold before one's eyes; to emerge; to reveal; to display,,
崭新,嶄新,zhǎn xīn,zhan3 xin1,6,7384,b,brand new,,
占据,佔據,zhàn jù,zhan4 ju4,6,5028,v,to occupy; to hold,,
占领,佔領,zhàn lǐng,zhan4 ling3,6,6042,v/vn,to capture; to seize; to occupy by force,,
占有,佔有,zhàn yǒu,zhan4 you3,6,7035,v/vn,to have; to own; to hold; to occupy; to possess; to account for (a high proportion etc),,
战斗,戰鬥,zhàn dòu,zhan4 dou4,6,1822,v/vn,to fight; to engage in combat; struggle; battle,,场/次
战略,戰略,zhàn lu:è,zhan4 lüe4,6,3278,n,strategy,,
战术,戰術,zhàn shù,zhan4 shu4,6,4242,n,tactics,,
战役,戰役,zhàn yì,zhan4 yi4,6,7305,n,military campaign,,
章程,章程,zhāng chéng,zhang1 cheng2,6,15269,n,rules; regulations; constitution; statute; articles of association (of company); articles of incorporation; charter (of a corporation); by-laws,,
长辈,長輩,zhǎng bèi,zhang3 bei4,6,14245,n,one's elders; older generation,,
帐篷,帳篷,zhàng peng,zhang4 peng5,6,7940,n,tent,,顶/座
障碍,障礙,zhàng ài,zhang4 ai4,6,2859,n,barrier; obstruction; hindrance; impediment; obstacle,,
招收,招收,zhāo shōu,zhao1 shou1,6,16009,v,to hire; to recruit,,
招投标,招投標,zhāo tóu biāo,zhao1 tou2 biao1,6,1000000,,bid inviting and bid offering; bidding; auction,,
沼泽,沼澤,zhǎo zé,zhao3 ze2,6,15922,n,marsh; swamp; wetlands; glade,,
照料,照料,zhào liào,zhao4 liao4,6,11806,v/vn,to tend; to take care of sb,,
照样,照樣,zhào yàng,zhao4 yang4,6,9598,d,as before; (same) as usual; in the same manner; still; nevertheless,,
照耀,照耀,zhào yào,zhao4 yao4,6,13897,v/vn,to shine; to illuminate,,
照应,照應,zhào ying,zhao4 ying5,6,23973,v,to look after; to take care of; to attend to,,
遮挡,遮擋,zhē dǎng,zhe1 dang3,6,23348,v,to shelter; to shelter from,,
折,折,zhé,zhe2,6,3422,v/q,to break; to fracture; to snap; to suffer loss; to bend; to twist; to turn; to change direction; convinced; to convert into (currency); discount; rebate; tenth (in price); classifier for theatrical scenes; to fold; accounts book,,
折磨,折磨,zhé mó,zhe2 mo2,6,3782,v/vn,to torment; to torture,,
折腾,折騰,zhē teng,zhe1 teng5,6,6707,v/vn,"to toss from side to side (e.g. sleeplessly); to repeat sth over and over again; to torment sb; to play crazy; to squander (time, money)",,
着迷,著迷,zháo mí,zhao2 mi2,6,12593,v,to be fascinated; to be captivated,,
着手,著手,zhuó shǒu,zhuo2 shou3,6,5230,v,to put one's hand to it; to start out on a task; to set out,,
着想,著想,zhuó xiǎng,zhuo2 xiang3,6,8001,v,to give thought (to others); to consider (other people's needs); also pr. [zháo xiǎng],,
着重,著重,zhuó zhòng,zhuo2 zhong4,6,15109,v,to put emphasis on; to stress,,
著作,著作,zhù zuò,zhu4 zuo4,6,5487,,to write; literary work; book; article; writings,,部
侦探,偵探,zhēn tàn,zhen1 tan4,6,8860,n/vn,detective; to do detective work,,
珍贵,珍貴,zhēn guì,zhen1 gui4,6,5205,a,precious,,
珍稀,珍稀,zhēn xī,zhen1 xi1,6,25346,a,rare; precious and uncommon,,
珍珠,珍珠,zhēn zhū,zhen1 zhu1,6,7342,n,pearl,,颗
真相,真相,zhēn xiàng,zhen1 xiang4,6,2208,n,the truth about sth; the actual facts,,
真挚,真摯,zhēn zhì,zhen1 zhi4,6,16317,a,sincere; sincerity,,
斟酌,斟酌,zhēn zhuó,zhen1 zhuo2,6,26512,v,to consider; to deliberate; to fill up a cup to the brim,,
阵地,陣地,zhèn dì,zhen4 di4,6,9736,n,(military) position; front,,
阵容,陣容,zhèn róng,zhen4 rong2,6,11067,n,troop arrangement; battle formation; lineup (of a sports team etc),,
振奋,振奮,zhèn fèn,zhen4 fen4,6,10653,v/vn,to stir oneself up; to raise one's spirits; to inspire,,
振兴,振興,zhèn xīng,zhen4 xing1,6,23419,v,to revive; to revitalize; to invigorate; to re-energize,,
镇定,鎮定,zhèn dìng,zhen4 ding4,6,10185,a/vn,calm; unperturbed; cool,,
镇静,鎮靜,zhèn jìng,zhen4 jing4,6,11463,a/an,calm; cool,,
镇压,鎮壓,zhèn yā,zhen4 ya1,6,12119,v/vn,suppression; repression; to suppress; to put down; to quell,,
震惊,震驚,zhèn jīng,zhen4 jing1,6,3938,v/vn,to shock; to astonish,,
争端,爭端,zhēng duān,zheng1 duan1,6,12915,n,dispute; controversy; conflict,,
争夺,爭奪,zhēng duó,zheng1 duo2,6,4859,v/vn,to fight over; to contest; to vie over,,
争气,爭氣,zhēng qì,zheng1 qi4,6,18239,a,to work hard for sth; to resolve on improvement; determined not to fall short,,
争先恐后,爭先恐後,zhēng xiān kǒng hòu,zheng1 xian1 kong3 hou4,6,27476,l,striving to be first and fearing to be last (idiom); outdoing one another,,
争议,爭議,zhēng yì,zheng1 yi4,6,6061,vn/v,controversy; dispute; to dispute,,
征服,征服,zhēng fú,zheng1 fu2,6,5954,v,to conquer; to subdue; to vanquish,,
征收,徵收,zhēng shōu,zheng1 shou1,6,17356,v/vn,to levy (a tax); to expropriate,,
挣扎,掙扎,zhēng zhá,zheng1 zha2,6,4837,v/vn,to struggle,,
蒸发,蒸發,zhēng fā,zheng1 fa1,6,10558,v/vn,to evaporate; evaporation,,
整顿,整頓,zhěng dùn,zheng3 dun4,6,11404,v/vn,to tidy up; to reorganize; to consolidate; to rectify,,
正当,正當,zhèng dàng,zheng4 dang4,6,4824,a/p/v/ad,honest; reasonable; fair; sensible,,
正负,正負,zhèng fù,zheng4 fu4,6,46177,n/b,positive and negative,,
正规,正規,zhèng guī,zheng4 gui1,6,8673,a,regular; according to standards,,
正经,正經,zhèng jīng,zheng4 jing1,6,8992,a/ad,decent; honorable; proper; serious; according to standards,,
正气,正氣,zhèng qì,zheng4 qi4,6,27510,n,healthy atmosphere; moral spirit; unyielding integrity; probity; (TCM) vital energy (resistance to diseases),,
正义,正義,zhèng yì,zheng4 yi4,6,4214,n,justice; righteousness; just; righteous,,
正月,正月,Zhēng yuè,Zheng1 yue4,6,24741,t,first month of the lunar year,,
证实,證實,zhèng shí,zheng4 shi2,6,2449,v/vn,to confirm (sth to be true); to verify,,
证书,證書,zhèng shū,zheng4 shu1,6,6390,n,credentials; certificate,,
郑重,鄭重,zhèng zhòng,zheng4 zhong4,6,11923,ad/a,serious; solemn; earnest; conscientious,,
政权,政權,zhèng quán,zheng4 quan2,6,7321,n,regime; political power,,
症状,症狀,zhèng zhuàng,zheng4 zhuang4,6,2536,n,symptom (of an illness),,
支撑,支撐,zhī chēng,zhi1 cheng1,6,4627,v/vn,to prop up; to support; strut; brace,,
支出,支出,zhī chū,zhi1 chu1,6,8039,n/vn/v,to spend; to pay out; expenses; expenditure,,
支流,支流,zhī liú,zhi1 liu2,6,27337,n,tributary (river),,
支配,支配,zhī pèi,zhi1 pei4,6,8015,v/vn,to control; to dominate; to allocate,,
支援,支援,zhī yuán,zhi1 yuan2,6,4069,v/vn,to provide assistance; to support; to back,,
支柱,支柱,zhī zhù,zhi1 zhu4,6,9180,n,mainstay; pillar; prop; backbone,,
枝,枝,zhī,zhi1,6,7489,q/g,"branch; classifier for sticks, rods, pencils etc",,
知觉,知覺,zhī jué,zhi1 jue2,6,9920,n,perception; consciousness,,
知足常乐,知足常樂,zhī zú cháng lè,zhi1 zu2 chang2 le4,6,39895,v,satisfied with what one has (idiom),,
脂肪,脂肪,zhī fáng,zhi1 fang2,6,5472,n,"fat (in the body, in a plant, or in food)",,
直播,直播,zhí bō,zhi2 bo1,6,3374,v/vn,"(TV, radio) to broadcast live; live broadcast; (Internet) to livestream; (agriculture) direct seeding",,
值班,值班,zhí bān,zhi2 ban1,6,7266,v/vn,to work a shift; on duty,,
职能,職能,zhí néng,zhi2 neng2,6,15427,n,function; role,,
职位,職位,zhí wèi,zhi2 wei4,6,4431,n,position; post; job,,
职务,職務,zhí wù,zhi2 wu4,6,5790,n,post; position; job; duties,,
殖民地,殖民地,zhí mín dì,zhi2 min2 di4,6,13271,n,colony,,
指标,指標,zhǐ biāo,zhi3 biao1,6,8982,n,(production) target; quota; index; indicator; sign; signpost; (computing) pointer,,
指定,指定,zhǐ dìng,zhi3 ding4,6,4756,v/vn,to appoint; to assign; to indicate clearly and with certainty; designated,,
指甲,指甲,zhǐ jia,zhi3 jia5,6,6131,n,fingernail,,
指令,指令,zhǐ lìng,zhi3 ling4,6,6156,n/v,order; command; instruction,,
指南针,指南針,zhǐ nán zhēn,zhi3 nan2 zhen1,6,26990,n,compass,,
指示,指示,zhǐ shì,zhi3 shi4,6,3699,n/v,to point out; to indicate; to instruct; directives; instructions,,个
指望,指望,zhǐ wàng,zhi3 wang4,6,5232,v/n,to count on; to hope for; prospect; hope,,
指责,指責,zhǐ zé,zhi3 ze2,6,4694,v/vn,to criticize; to find fault with; to denounce,,
志气,志氣,zhì qì,zhi4 qi4,6,28346,n,ambition; resolve; backbone; drive; spirit,,
制裁,制裁,zhì cái,zhi4 cai2,6,8936,vn/v,to punish; punishment; sanctions (incl. economic),,
制订,制訂,zhì dìng,zhi4 ding4,6,12587,v/vn,to work out; to formulate,,
制服,制服,zhì fú,zhi4 fu2,6,6167,n/v,"to subdue; to check; to bring under control; (in former times) what one is allowed to wear depending on social status; uniform (army, party, school etc); livery (for company employees)",,套
制约,制約,zhì yuē,zhi4 yue1,6,13919,vn/v,to restrict; condition,,
制止,制止,zhì zhǐ,zhi4 zhi3,6,6288,v/vn,to curb; to put a stop to; to stop; to check; to limit,,
治安,治安,zhì ān,zhi4 an1,6,3402,n,law and order; public security,,
治理,治理,zhì lǐ,zhi4 li3,6,10575,v/vn,to govern; to administer; to manage; to control; governance,,
致辞,致辭,zhì cí,zhi4 ci2,6,15818,v,"to express in words or writing; to make a speech (esp. short introduction, vote of thanks, afterword, funeral homily etc); to address (an audience); same as 致词",,
致力于,致力於,zhìlìyú,zhìlìyú,6,6734,,Dedicate,,
致使,致使,zhì shǐ,zhi4 shi3,6,11597,v,to cause; to result in,,
智力,智力,zhì lì,zhi4 li4,6,6821,n,intelligence; intellect,,
智能,智能,zhì néng,zhi4 neng2,6,6940,n,"intelligent; able; smart (phone, system, bomb etc)",,
智商,智商,zhì shāng,zhi4 shang1,6,7392,n,IQ (intelligence quotient),,
滞留,滯留,zhì liú,zhi4 liu2,6,15567,v,"(of a person) to remain in (a place) (due to circumstances that prevent one leaving); to be stranded; (of sth that would typically dissipate, e.g. floodwater, pollutants) to remain; to linger",,
中断,中斷,zhōng duàn,zhong1 duan4,6,6613,v/vn,to cut short; to break off; to discontinue; to interrupt,,
中立,中立,zhōng lì,zhong1 li4,6,12236,v/vn,neutral; neutrality,,
中央,中央,zhōng yāng,zhong1 yang1,6,1962,n,central; middle; center; central authorities (of a state),,
忠诚,忠誠,zhōng chéng,zhong1 cheng2,6,5148,a/an/v/ad,devoted; loyal; fidelity; loyalty,,
忠实,忠實,zhōng shí,zhong1 shi2,6,7296,a/ad/v,faithful,,
终点,終點,zhōng diǎn,zhong1 dian3,6,6594,n,the end; end point; finishing line (in a race); destination; terminus,,个
